id,xmin,ymin,xmax,ymax,direction
image_76,809.6816539764404,227.0318546295166,901.5550804138184,373.3995714187622,1
image_79,-347.5829601287842,221.8880500793457,-209.22794580459595,448.778356552124,1
image_81,841.0382652282715,217.5836124420166,945.0756168365479,432.6009168624878,1
image_84,838.883056640625,225.07531547546387,912.3162746429443,367.8354468345642,0
image_85,834.1761875152588,224.477876663208,899.5343685150146,376.5383496284485,1
image_86,-204.0091609954834,221.55024909973145,-146.64552927017212,389.50872564315796,0
image_87,-257.6904845237732,214.98583221435547,-189.00649309158325,437.9296758174896,1
image_88,830.0049018859863,228.02603149414062,905.9757900238037,354.55591583251953,0
image_89,-205.10058403015137,223.53248023986816,-156.6998326778412,369.3482413291931,0
image_90,817.3545742034912,227.91053199768066,879.9134731292725,354.7395362854004,1
image_91,848.4028816223145,219.95328330993652,989.6212291717529,451.44436502456665,0
image_92,-201.22747421264648,219.59548377990723,-148.43418717384338,397.87138843536377,0
image_93,891.3702392578125,218.61320877075195,948.2797622680664,410.49834156036377,0
image_94,-171.71329379081726,227.0930233001709,-96.86216354370117,354.4255247116089,1
image_95,800.7951736450195,228.94473457336426,870.7960224151611,350.635684967041,0
image_97,-136.97967410087585,224.95598220825195,-103.94346356391907,352.298397064209,1
image_98,-210.50944089889526,224.40861129760742,-115.63159704208374,396.3527431488037,0
image_99,-183.8292932510376,225.14523887634277,-115.65032958984375,362.82458686828613,1
image_100,-253.66890907287598,215.60472869873047,-174.38595414161682,434.19680976867676,1
image_101,-194.96779918670654,225.05274200439453,-119.16980624198914,385.9528102874756,0
image_102,826.4478206634521,225.67387008666992,922.7647876739502,383.902765750885,1
image_103,805.3287506103516,225.29518508911133,889.2548561096191,374.97047328948975,1
image_104,-195.800142288208,226.94050216674805,-87.57884502410889,394.2188992500305,1
image_105,830.334062576294,224.86474418640137,946.5210056304932,412.5771894454956,0
image_106,-286.09649419784546,223.65238571166992,-163.1025767326355,415.22655391693115,1
image_107,797.0186233520508,220.37579917907715,907.4934482574463,418.04693603515625,1
image_108,837.4812698364258,225.4864444732666,925.4880237579346,372.4650683403015,0
image_110,872.4239730834961,218.25360679626465,917.7478981018066,406.81373739242554,0
image_111,833.1102561950684,222.26979637145996,876.4118385314941,375.17875576019287,0
image_112,799.5810127258301,228.1429901123047,857.1382141113281,349.7554340362549,1
image_113,-186.1466360092163,224.55569648742676,-135.7155168056488,366.3509693145752,0
image_115,-279.83561754226685,215.6343116760254,-232.0295763015747,428.35850977897644,0
image_116,832.3806095123291,227.20380210876465,890.3716850280762,355.15302562713623,0
image_117,804.6523189544678,227.89376640319824,889.4717502593994,361.9541063308716,1
image_118,-270.07563829421997,221.34703063964844,-156.16093397140503,433.5977544784546,0
image_119,-178.23749899864197,227.25544357299805,-118.91665935516357,347.2366180419922,0
image_120,-180.7997488975525,229.2584457397461,-102.27447509765625,350.90895557403564,1
image_121,824.108419418335,221.39901542663574,905.5893802642822,398.639036655426,0
image_122,-264.00545597076416,218.43124771118164,-142.77733325958252,436.3929452896118,0
image_123,819.3085956573486,225.5450954437256,858.3799266815186,350.72979831695557,0
image_124,-240.48778295516968,218.73875045776367,-153.52700471878052,413.0217852592468,1
image_125,824.042158126831,223.73069190979004,924.2918014526367,395.0870838165283,0
image_126,-252.88765668869019,220.96783065795898,-114.1784405708313,442.77607345581055,1
image_127,834.1172218322754,222.817138671875,914.3347549438477,383.6462893486023,0
image_128,-251.60255670547485,225.14973068237305,-145.03257751464844,390.60733699798584,0
image_130,843.6890602111816,224.0729274749756,913.7499046325684,374.4581069946289,0
image_132,819.3251609802246,224.4482078552246,858.1046676635742,358.2509412765503,1
image_133,-193.43072175979614,228.6614933013916,-109.37205076217651,360.0552954673767,0
image_134,813.2795906066895,224.41665077209473,919.3812561035156,396.3532009124756,1
image_135,851.0604572296143,224.5610752105713,894.285306930542,364.9518361091614,0
image_136,847.8905582427979,224.62710762023926,928.3951091766357,374.5409908294678,0
image_137,-154.6054244041443,225.31569862365723,-126.38639688491821,349.65258026123047,0
image_140,820.6197452545166,222.49799156188965,854.2416858673096,371.791748046875,1
image_141,-222.05999851226807,225.23132705688477,-108.86687278747559,407.44331979751587,1
image_142,862.538423538208,221.31412887573242,949.4304084777832,411.66382932662964,1
image_143,-185.91901302337646,221.37566947937012,-149.6983766555786,383.99929666519165,0
image_144,849.1354465484619,222.42283248901367,934.5641899108887,403.36529636383057,0
image_145,829.4961833953857,217.95371437072754,948.3794975280762,456.05635368824005,0
image_146,-243.42323541641235,216.05053329467773,-176.71704053878784,433.98716831207275,0
image_147,-203.20578575134277,220.82881355285645,-146.39134168624878,388.5131325721741,1
image_148,-233.46303462982178,216.62986183166504,-180.26139736175537,420.94544196128845,0
image_149,-225.7827115058899,226.34915733337402,-118.18298935890198,391.5756502151489,0
image_150,832.1238040924072,220.44709587097168,965.855827331543,440.7964029312134,1
image_151,-219.24509525299072,226.2771453857422,-138.52274894714355,380.1588382720947,1
image_152,828.3464813232422,228.61617469787598,912.6765060424805,360.47993564605713,0
image_155,849.5429706573486,223.45611953735352,985.8663082122803,438.4861590862274,1
image_157,839.8907947540283,219.57920455932617,986.6532897949219,452.5486787557602,1
image_158,831.4641094207764,225.7416763305664,896.2135791778564,369.16746044158936,1
image_159,847.1197986602783,223.28319931030273,878.4780406951904,366.35827922821045,0
image_160,828.0268478393555,220.78383827209473,895.4268550872803,405.92771434783936,0
image_163,-157.13592767715454,221.21782684326172,-119.70275044441223,382.03114891052246,1
image_164,-177.3041546344757,223.83074188232422,-141.96688771247864,362.85239601135254,1
image_167,801.4121246337891,228.5655632019043,859.0248584747314,345.6211128234863,0
image_168,-261.4687728881836,220.6165542602539,-153.17424058914185,415.778302192688,0
image_169,853.9036846160889,216.7607250213623,950.2397060394287,446.881441116333,0
image_170,-246.88435792922974,224.31353950500488,-117.91860938072205,421.82652258872986,0
image_172,-146.60051107406616,224.74973106384277,-111.47358298301697,355.4359664916992,1
image_173,819.7883033752441,224.78323364257812,852.1650123596191,355.878981590271,1
image_174,818.8341236114502,224.91601371765137,931.1733627319336,405.63722038269043,1
image_175,-342.4085283279419,219.76831817626953,-212.63214111328125,433.3073570728302,0
image_177,-283.5981774330139,222.27177047729492,-155.2391767501831,422.1762504577637,0
image_178,-231.69198274612427,226.69391059875488,-129.6544325351715,394.32575845718384,0
image_179,-159.89397883415222,225.44224166870117,-112.91691184043884,354.68891048431396,1
image_181,814.0602207183838,220.3880443572998,960.089807510376,462.51684391498566,1
image_182,849.6874237060547,222.76998901367188,881.6531753540039,369.8448648452759,0
image_184,829.7060394287109,221.05669403076172,935.8333683013916,429.27448773384094,0
image_186,798.8536834716797,228.7006320953369,872.8407669067383,350.6937780380249,0
image_187,-217.59787559509277,216.608060836792,-153.39625239372253,428.53076124191284,1
image_188,-276.2724208831787,220.18894577026367,-161.6111934185028,422.70354771614075,1
image_191,809.7340106964111,223.92315292358398,887.8189086914062,390.7533564567566,1
image_194,-160.70497155189514,226.54167556762695,-112.82626390457153,346.80988216400146,0
image_195,-348.2358956336975,220.0346508026123,-210.03833770751953,439.91916680336,0
image_197,-278.6728048324585,216.34859466552734,-147.96873807907104,451.0437502861023,1
image_198,853.1414222717285,220.89990997314453,892.2411632537842,390.68296098709106,0
image_199,867.4257946014404,222.38034629821777,993.7814426422119,424.4804503917694,0
image_200,804.3283081054688,228.5783519744873,876.7415142059326,348.80144023895264,1
image_203,815.7215595245361,223.23587799072266,906.2727642059326,402.90620946884155,1
image_204,-204.04495239257812,225.77157402038574,-133.41200351715088,369.8990454673767,0
image_205,862.6560974121094,217.09600830078125,958.6368656158447,445.8309700489044,1
image_207,821.3329982757568,227.79892349243164,912.1356010437012,369.3829097747803,0
image_209,837.9442405700684,216.4465847015381,897.7103805541992,421.1124470233917,1
image_210,-174.56472873687744,226.38981246948242,-111.40966057777405,355.44975662231445,0
image_211,-168.914794921875,225.3168716430664,-121.12456798553467,355.31547451019287,0
image_212,874.9575233459473,223.73787307739258,1007.2537708282471,428.37469959259033,0
image_214,832.4716758728027,224.37213325500488,895.3224849700928,376.2235155105591,1
image_215,-174.73442673683167,229.80490112304688,-93.7049674987793,357.18249225616455,0
image_217,-258.83134603500366,223.0185832977295,-146.9395101070404,406.61545419692993,0
image_218,848.7767601013184,219.19104957580566,930.8064365386963,412.8906717300415,0
image_220,813.1472396850586,225.57668113708496,912.9723644256592,389.2705454826355,1
image_226,-244.41683292388916,216.11719512939453,-196.6761302947998,426.2804093360901,0
image_228,847.9428291320801,219.38482666015625,991.8681907653809,455.71842753887177,0
image_230,827.9555225372314,218.6343231201172,919.2019557952881,433.2163407802582,1
image_235,821.5904903411865,224.5683994293213,852.6821422576904,357.0836868286133,1
image_236,824.8340320587158,227.50561141967773,914.1411209106445,371.54308223724365,1
image_237,811.7385005950928,221.24480628967285,908.855152130127,406.89310216903687,1
image_238,830.7808971405029,218.94165420532227,874.8772716522217,401.99129009246826,1
image_239,820.6478977203369,228.7292423248291,891.1209869384766,353.4361400604248,0
image_242,858.4627532958984,223.93070602416992,941.081485748291,391.8824305534363,0
image_243,-271.4038681983948,219.4418182373047,-165.3176200389862,424.3013503551483,0
image_244,-215.42108058929443,226.25048065185547,-111.10896348953247,398.7033882141113,1
image_245,-251.95117950439453,215.220121383667,-199.67659950256348,432.3420264720917,0
image_246,-213.86269569396973,226.35193252563477,-126.76510334014893,371.7866554260254,0
image_247,841.9961357116699,222.5403347015381,930.9736347198486,394.36170721054077,0
image_249,-174.50053811073303,224.54645538330078,-122.14768052101135,366.1953225135803,0
image_251,-237.95953273773193,220.69952392578125,-164.3121886253357,406.51243591308594,1
image_252,-203.43010425567627,225.09525680541992,-118.46914887428284,374.9356760978699,0
image_254,873.0057334899902,221.3483180999756,941.9662284851074,400.5230417251587,0
image_255,-264.1836190223694,216.7212142944336,-162.58766770362854,450.3540667295456,1
image_258,-182.47934818267822,228.86268043518066,-118.38033556938171,349.9925842285156,0
image_259,-269.621057510376,226.30589866638184,-158.59994173049927,395.9526791572571,0
image_261,850.207986831665,222.10168266296387,898.1183338165283,378.73586559295654,0
image_262,827.7677249908447,227.6298656463623,910.9862422943115,367.78286838531494,0
image_263,831.4257431030273,224.69479942321777,954.0942764282227,421.1658408641815,0
image_264,834.6040534973145,217.87706756591797,970.8501434326172,452.4612226486206,0
image_265,833.4951210021973,223.07614707946777,919.6014976501465,388.68360662460327,0
image_266,-149.8271656036377,225.79715156555176,-108.05023670196533,349.5448055267334,1
image_267,809.0710544586182,227.92083168029785,862.470874786377,346.03295707702637,0
image_268,-133.24448347091675,225.7845630645752,-98.82294416427612,347.5226345062256,1
image_269,860.2064895629883,214.3584098815918,939.814624786377,451.6898765563965,1
image_270,821.8826580047607,221.13007926940918,971.8864631652832,450.34027123451233,0
image_272,-184.89625453948975,225.9694709777832,-105.91730117797852,366.6707673072815,0
image_273,854.7374439239502,221.36785888671875,903.7044525146484,386.8921055793762,1
image_275,-208.18767786026,227.68634223937988,-134.80148434638977,365.2742233276367,0
image_276,-206.65678024291992,226.52159118652344,-115.70212841033936,372.9917540550232,1
image_277,-213.30531120300293,222.22836875915527,-137.01902747154236,392.12548875808716,1
image_280,-201.91276788711548,223.91402626037598,-134.76288199424744,382.4722113609314,1
image_281,-201.81657314300537,225.70096397399902,-135.27569890022278,362.52938652038574,0
image_282,-303.7272334098816,215.7928409576416,-233.75415086746216,437.4174883365631,0
image_288,793.2733154296875,227.17158699035645,883.1503200531006,367.27704668045044,1
image_289,-189.29919719696045,218.18099403381348,-122.73611426353455,413.98464822769165,1
image_290,-201.15222215652466,226.55775451660156,-117.1760880947113,375.4005494117737,0
image_291,-163.95237565040588,222.97217750549316,-126.47862195968628,365.6725420951843,0
image_292,-173.85193705558777,224.9935188293457,-83.8856953382492,381.51699447631836,1
image_294,813.6583614349365,226.5788974761963,852.7740669250488,346.01408863067627,1
image_295,807.1166896820068,224.97835540771484,888.5877799987793,370.71422243118286,1
image_296,818.2934761047363,229.0924777984619,901.9478416442871,356.97136306762695,0
image_298,-230.88948726654053,224.9821891784668,-131.42500162124634,387.1545901298523,0
image_299,821.5746974945068,221.39795684814453,930.3221797943115,408.7688817977905,1
image_301,-150.66667556762695,225.97336196899414,-101.73050165176392,354.4728174209595,1
image_302,822.5984001159668,227.70983123779297,908.2628345489502,364.2914834022522,0
image_304,-264.6753430366516,214.40910720825195,-196.4875602722168,442.7898528575897,1
image_306,826.5773391723633,228.33018684387207,904.7650623321533,353.60529804229736,0
image_307,-181.88477754592896,223.5558261871338,-90.85513114929199,384.2973222732544,1
image_308,-242.20847368240356,215.4889430999756,-157.36588954925537,448.186235666275,0
image_310,815.7709980010986,223.33547019958496,933.8308525085449,419.3322899341583,0
image_311,811.6021156311035,228.13798332214355,867.1271896362305,347.54459285736084,0
image_312,827.4281787872314,219.1085662841797,893.1362915039062,411.74845838546753,0
image_313,806.1468887329102,226.55309104919434,909.920482635498,385.8040084838867,0
image_321,848.3657169342041,224.24696350097656,972.9748821258545,425.7067348957062,0
image_322,829.5267391204834,226.44422912597656,897.0328330993652,353.7743844985962,0
image_323,813.6981868743896,225.93021774291992,913.5894870758057,385.3418960571289,0
image_324,861.9503116607666,223.1569995880127,990.256462097168,418.9273443222046,0
image_326,-231.23690843582153,223.73501205444336,-161.2989091873169,386.0247292518616,1
image_327,853.937931060791,219.60089111328125,923.7181949615479,404.8623194694519,1
image_328,788.6796569824219,223.67816352844238,862.397403717041,378.2358660697937,1
image_329,850.7289791107178,220.3382625579834,1006.466875076294,458.93246853351593,0
image_330,-258.9205241203308,219.95580101013184,-140.34079313278198,429.6420612335205,1
image_331,-291.73973321914673,219.29047012329102,-175.26380896568298,433.1488564014435,1
image_332,-192.58234977722168,222.64699363708496,-154.87355947494507,373.5014524459839,1
image_334,908.7583351135254,217.49148750305176,962.8112411499023,420.58228874206543,0
image_335,-291.0299348831177,223.16638374328613,-167.10572004318237,428.80184674263,0
image_336,-227.75394201278687,216.03393936157227,-164.0542459487915,429.44655680656433,1
image_337,-298.0308222770691,217.85034561157227,-186.06745719909668,438.24139499664307,0
image_338,-204.69539880752563,220.01479530334473,-154.7896707057953,389.78301191329956,1
image_339,-276.4288902282715,217.72614860534668,-155.71015119552612,444.4836392402649,0
image_340,-168.15828323364258,228.65508460998535,-90.15522480010986,352.9546585083008,0
image_344,-210.87396383285522,222.36280822753906,-130.88857054710388,392.83455753326416,1
image_347,-152.31237173080444,226.14716911315918,-102.73290753364563,353.7718095779419,1
image_348,-259.5579242706299,214.76776504516602,-181.17111682891846,446.1009361743927,0
image_349,-300.9033179283142,221.80410766601562,-174.76033687591553,424.8880925178528,1
image_350,807.7588748931885,225.5769100189209,889.4712352752686,384.04170417785645,0
image_351,-225.96233367919922,226.4751853942871,-124.42945718765259,390.0419487953186,0
image_356,-150.34361958503723,224.51501274108887,-111.86651587486267,358.37628269195557,1
image_359,-216.27254247665405,224.20882606506348,-107.12011098861694,402.0653762817383,1
image_365,-225.3084111213684,222.51816177368164,-106.4799964427948,414.65003633499146,1
image_367,-290.3970408439636,217.65885734558105,-189.77343320846558,434.72993993759155,1
image_369,851.4221477508545,218.0618896484375,923.3561611175537,426.8381049633026,1
image_372,-251.56500577926636,217.31058502197266,-191.4533543586731,421.3230254650116,0
image_373,-236.48152828216553,226.05681800842285,-131.6109001636505,388.30718898773193,1
image_376,-274.5368814468384,218.15484428405762,-198.43881368637085,426.5911486148834,0
image_378,852.5156307220459,218.25420761108398,907.0075607299805,413.88640785217285,0
image_379,895.295877456665,214.7242488861084,962.8702068328857,440.8752455711365,1
image_380,865.5826663970947,215.42245292663574,914.4894218444824,428.43490266799927,1
image_382,856.5120792388916,223.4382381439209,888.0698776245117,366.86656856536865,0
image_386,-171.0373342037201,229.13733863830566,-93.77416849136353,348.8810338973999,0
image_388,849.12428855896,222.81024360656738,958.546314239502,416.3255944252014,1
image_389,849.155445098877,220.82503700256348,905.7043933868408,391.1561598777771,0
image_391,850.6946468353271,216.64399528503418,949.6548557281494,450.3122707605362,1
image_392,-342.4423027038574,221.00387954711914,-210.36897897720337,446.6417660713196,1
image_393,795.1408195495605,228.8848533630371,869.591474533081,351.06435203552246,1
image_394,898.1350708007812,215.22218132019043,961.7045402526855,436.2905421257019,0
image_395,-158.58592987060547,226.72744178771973,-97.94185996055603,349.90832710266113,1
image_398,-191.7561435699463,220.39628410339355,-137.01565861701965,393.7779583930969,0
image_401,-160.9389889240265,225.48449897766113,-128.1987226009369,352.52447509765625,0
image_402,819.7005844116211,226.1353530883789,888.1065273284912,371.7349281311035,0
image_403,839.6972465515137,223.86247062683105,873.0316543579102,364.2682375907898,0
image_404,835.5152320861816,224.07558822631836,917.3011493682861,381.3752737045288,0
image_407,831.4605903625488,223.6187686920166,949.1100883483887,416.38401651382446,1
image_408,-199.75987672805786,224.97360610961914,-126.0055661201477,376.98794507980347,1
image_409,849.2758655548096,215.7550754547119,906.31911277771,433.2561089992523,0
image_410,854.4075965881348,217.38213920593262,908.721170425415,416.13748931884766,1
image_411,890.7062530517578,219.06982803344727,936.4007091522217,400.14659547805786,0
image_412,-164.42780256271362,229.25432586669922,-89.53360140323639,351.1539878845215,0
image_413,-179.93995070457458,226.11054801940918,-99.10583138465881,364.279438495636,1
image_414,859.6879863739014,217.17611694335938,968.9391231536865,441.50704884529114,0
image_415,-204.37525033950806,224.0941276550293,-141.05399250984192,382.0067729949951,0
image_416,858.2092952728271,225.01171493530273,970.0039386749268,412.20860385894775,0
image_417,788.428430557251,228.75954055786133,869.8118877410889,356.7085494995117,1
image_418,-191.57871007919312,226.32572555541992,-106.06983304023743,369.4046106338501,0
image_419,-305.57368755340576,221.27996826171875,-156.1808145046234,450.67911648750305,0
image_420,-186.1988639831543,228.06265258789062,-120.36221981048584,356.37255096435547,0
image_421,837.5213527679443,222.12585830688477,885.8235168457031,382.6830759048462,0
image_422,840.1459693908691,222.39041709899902,912.6489543914795,394.6652760505676,1
image_427,835.1924228668213,225.2129020690918,881.0133075714111,357.6563205718994,0
image_428,-179.73565220832825,227.69192123413086,-111.18645787239075,349.812668800354,0
image_429,-246.70784711837769,215.58764839172363,-192.01507329940796,431.048761844635,1
image_431,851.6595554351807,224.4171371459961,972.0415592193604,422.1860280036926,1
image_432,-206.77820920944214,217.9403247833252,-165.00500321388245,409.95733642578125,0
image_434,815.7618141174316,223.0504550933838,934.5990371704102,426.774658203125,1
image_435,-311.8566656112671,219.68812370300293,-208.85456085205078,430.9205629825592,1
image_437,-153.36053609848022,226.58593559265137,-112.26084351539612,349.52995681762695,1
image_438,-277.4981474876404,218.90614891052246,-185.7835078239441,436.8739368915558,0
image_440,-219.1234302520752,226.18873977661133,-106.65960788726807,398.42858695983887,0
image_443,834.4333362579346,222.45513343811035,950.5827713012695,412.3949279785156,0
image_446,845.6649684906006,218.53521728515625,993.553991317749,459.2638500928879,0
image_448,-161.87361001968384,225.91001892089844,-110.28729557991028,361.38882541656494,0
image_449,-155.06650686264038,225.81840896606445,-121.9222891330719,350.3497543334961,1
image_450,862.9238033294678,225.2847137451172,985.3478050231934,415.48220777511597,0
image_451,811.6701793670654,224.22330284118652,848.384599685669,355.490797996521,1
image_452,-204.94840621948242,221.67810821533203,-100.53452610969543,408.3849754333496,1
image_454,822.070369720459,222.92854690551758,859.6085929870605,371.2101092338562,0
image_455,-149.9172556400299,225.8460750579834,-113.54316473007202,348.2960262298584,1
image_456,-224.83406782150269,215.95998191833496,-163.06912422180176,428.43791031837463,1
image_457,829.8594188690186,224.56639671325684,865.700855255127,361.06412076950073,0
image_458,-199.29128408432007,227.35400581359863,-109.56408619880676,373.20485734939575,0
image_459,819.5420551300049,229.25203704833984,905.3402996063232,363.5035934448242,0
image_460,-207.92263269424438,218.93372917175293,-145.61375856399536,412.18313360214233,1
image_461,-197.9842972755432,224.92299461364746,-138.5591733455658,370.67413234710693,0
image_464,868.8806247711182,213.39770698547363,949.5092868804932,454.47177970409393,0
image_465,816.2844371795654,226.20776557922363,863.3539867401123,349.6733512878418,0
image_466,816.5967750549316,224.4767608642578,848.0690860748291,356.7363872528076,0
image_467,-149.1427516937256,224.2277946472168,-116.29159212112427,358.2557191848755,1
image_469,-206.18494749069214,219.15531539916992,-154.34439182281494,404.2410054206848,0
image_470,855.2065944671631,222.39247703552246,923.7666893005371,391.0753073692322,1
image_471,-201.1519432067871,227.97865295410156,-127.80792474746704,362.54153871536255,0
image_472,827.9510593414307,226.55483627319336,920.169267654419,374.86694717407227,0
image_474,-178.85004043579102,227.48206520080566,-102.4385941028595,365.365110874176,1
image_475,894.5444297790527,219.6388282775879,968.6510753631592,407.9706563949585,0
image_477,930.1696586608887,215.02251052856445,983.7772750854492,436.7565813064575,0
image_480,-180.5409049987793,224.16430854797363,-126.27087950706482,369.8886456489563,0
image_481,-200.3232479095459,216.7431583404541,-148.680499792099,417.4193277359009,1
image_482,838.016767501831,224.59094429016113,948.6387062072754,404.8790636062622,0
image_483,-155.7993507385254,227.34622383117676,-91.84320330619812,359.19073724746704,1
image_485,-257.42631912231445,225.70808792114258,-144.03874397277832,402.2621717453003,0
image_486,-192.81456470489502,225.41549110412598,-127.75065422058105,371.5712776184082,0
image_487,823.1993007659912,227.36942672729492,913.040943145752,374.7262706756592,1
image_489,844.5420455932617,224.1329803466797,885.5404472351074,361.44844913482666,0
image_490,-184.88636255264282,220.44615173339844,-147.81800866127014,389.72431802749634,0
image_491,815.3362655639648,227.1991958618164,889.29030418396,363.93507146835327,0
image_494,-272.6038885116577,216.32633590698242,-196.4681625366211,425.52647972106934,1
image_495,-148.1857395172119,224.84649085998535,-108.62671852111816,356.1849822998047,1
image_497,791.9417381286621,226.99220085144043,850.3049755096436,349.1734447479248,1
image_498,-245.07936000823975,222.28450202941895,-119.71028208732605,430.9257950782776,1
image_500,847.210865020752,225.82498931884766,932.9390716552734,388.8497462272644,1
image_501,852.2255229949951,222.8167381286621,968.3165073394775,430.0922431945801,1
image_502,-152.37635850906372,225.70187950134277,-114.18806433677673,349.2865409851074,0
image_503,-259.4420528411865,220.65952682495117,-132.81922459602356,429.8149743080139,0
image_505,-210.8564329147339,221.44696617126465,-136.36555552482605,393.64067935943604,1
image_506,-213.1899333000183,220.42226219177246,-160.79177856445312,394.17915964126587,1
image_507,-138.69989275932312,224.9015941619873,-110.27698516845703,353.4111633300781,1
image_508,831.549768447876,221.15731620788574,978.0128860473633,449.37686467170715,0
image_511,-167.5059700012207,222.19875717163086,-131.25332951545715,376.7107048034668,1
image_512,-240.2087903022766,220.09850883483887,-109.00773167610168,437.8273012638092,1
image_513,812.1982097625732,225.71558380126953,903.984260559082,378.53929901123047,0
image_514,-309.10366773605347,218.74802017211914,-206.25768899917603,447.2578730583191,1
image_515,818.558349609375,225.11236572265625,847.4319648742676,352.2191038131714,1
image_516,-290.06601333618164,219.8596706390381,-172.20890164375305,446.87761092185974,1
image_517,831.0842227935791,226.9253387451172,907.9662895202637,372.2723355293274,0
image_519,-277.77008056640625,220.99749946594238,-169.15244936943054,433.4775986671448,1
